       JobID              Submit               Start            Eligible  Partition          Reservation AllocNodes  AllocCPUS ReqNodes  ReqCPUS      ReqGRES  Timelimit    Elapsed  dragonstooth
------------ ------------------- ------------------- ------------------- ---------- -------------------- ---------- ---------- -------- -------- ------------ ---------- ----------  dragonstooth
619019       2021-02-07T19:20:05 2021-02-08T00:01:57 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   03:27:48  dragonstooth
619020       2021-02-07T19:20:05 2021-02-08T00:02:06 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:35:08  dragonstooth
619021       2021-02-07T19:20:05 2021-02-08T00:02:24 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:49:14  dragonstooth
619022       2021-02-07T19:20:05 2021-02-08T00:02:40 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   03:19:41  dragonstooth
619023       2021-02-07T19:20:05 2021-02-08T00:03:03 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:44:31  dragonstooth
619024       2021-02-07T19:20:05 2021-02-08T00:03:08 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:52:48  dragonstooth
619025       2021-02-07T19:20:05 2021-02-08T00:04:30 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:01:48  dragonstooth
619026       2021-02-07T19:20:05 2021-02-08T00:05:46 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   03:21:13  dragonstooth
619027       2021-02-07T19:20:05 2021-02-08T00:06:14 2021-02-07T19:20:05   normal_q                               1          1        1        1                08:00:00   02:36:00  dragonstooth
619028       2021-02-07T19:20:05 2021-02-08T00:06:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:05:48  dragonstooth
619029       2021-02-07T19:20:06 2021-02-08T00:06:46 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:42:35  dragonstooth
619030       2021-02-07T19:20:06 2021-02-08T00:06:54 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:50:30  dragonstooth
619031       2021-02-07T19:20:06 2021-02-08T00:08:16 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:17:45  dragonstooth
619032       2021-02-07T19:20:06 2021-02-08T00:10:40 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:22:53  dragonstooth
619033       2021-02-07T19:20:06 2021-02-08T00:10:59 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:49:52  dragonstooth
619034       2021-02-07T19:20:06 2021-02-08T00:12:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:50:48  dragonstooth
619035       2021-02-07T19:20:06 2021-02-08T00:12:52 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:44:53  dragonstooth
619036       2021-02-07T19:20:06 2021-02-08T00:13:05 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:22:53  dragonstooth
619038       2021-02-07T19:20:06 2021-02-08T00:14:33 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   01:56:46  dragonstooth
619039       2021-02-07T19:20:06 2021-02-08T00:17:09 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:19:32  dragonstooth
619040       2021-02-07T19:20:06 2021-02-08T00:17:12 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:19:51  dragonstooth
619041       2021-02-07T19:20:06 2021-02-08T00:17:19 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   04:21:49  dragonstooth
619042       2021-02-07T19:20:06 2021-02-08T00:17:37 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:17:56  dragonstooth
619043       2021-02-07T19:20:06 2021-02-08T00:18:29 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:42:58  dragonstooth
619044       2021-02-07T19:20:06 2021-02-08T00:18:29 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:56:51  dragonstooth
619045       2021-02-07T19:20:06 2021-02-08T00:19:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:19:24  dragonstooth
619046       2021-02-07T19:20:06 2021-02-08T00:20:05 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:21:13  dragonstooth
619047       2021-02-07T19:20:06 2021-02-08T00:20:25 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   03:01:33  dragonstooth
